Company,TypeName,Ram,Weight,Price,Ips_Panel,Touchscreen,Cpu_Brand,Hdd,Ssd,Gpu_Brand,Operating_System,Ppi
Lenovo,Notebook,8,1.44,50562.72,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Asus,Notebook,8,2.0,65214.72,0,0,Intel Core i7,1024,256,Intel,Windows,141.21199808219862
Acer,Notebook,4,2.2,32660.64,1,0,Intel Core i5,1024,0,Nvidia,Windows,141.21199808219862
HP,Ultrabook,8,1.34,70489.44,1,0,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Lenovo,Gaming,8,2.4,61218.72,1,0,Intel Core i7,1024,256,Nvidia,Other OS / No OS,141.21199808219862
Dell,Ultrabook,8,1.29,47898.72,1,1,Intel Core i5,0,128,Intel,Windows,165.6321180513006
Acer,Notebook,4,2.2,34045.92,0,0,Intel Core i7,500,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.18,44542.08,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Dell,Notebook,16,2.2,64961.10719999999,0,0,Intel Core i7,2048,256,AMD,Windows,141.21199808219862
Xiaomi,Notebook,16,1.95,74589.336,1,0,Intel Core i7,0,256,Nvidia,Other OS / No OS,141.21199808219862
Asus,Netbook,2,1.1,13053.6,0,0,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
HP,Notebook,4,2.04,27783.9216,0,1,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
Asus,Gaming,24,2.24,158135.04,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
HP,Notebook,8,2.04,47365.92,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Asus,Gaming,16,3.0,80133.12,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Gaming,8,3.2,74538.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
HP,Ultrabook,8,1.32,74538.72,1,0,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,8,1.64,68184.0144,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Notebook,4,1.63,36709.92,0,0,Intel Core i3,0,128,Intel,Windows,100.45466986113651
Dell,Notebook,8,2.8,47365.92,1,0,Intel Core i5,1024,128,AMD,Other OS / No OS,127.33567457123111
Lenovo,Notebook,8,2.02,71395.2,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.2,42570.72,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,2.2,24455.52,0,0,Intel Core i3,2048,0,Nvidia,Other OS / No OS,100.45466986113651
Dell,Notebook,4,2.3,31168.8,0,0,Intel Core i5,500,0,AMD,Windows,141.21199808219862
Dell,Notebook,8,1.9,73366.56,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Dell,Gaming,16,4.42,160520.3856,1,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Toshiba,Notebook,8,2.0,45820.8,1,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Asus,Notebook,8,2.0,69210.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,282.42399616439724
Mediacom,Notebook,4,1.2,19660.32,1,0,Other Intel Processor,0,32,Intel,Windows,165.6321180513006
Asus,Gaming,8,2.3,87858.72,1,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,1.93,72940.31999999999,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.2,42486.0048,0,0,Intel Core i5,0,256,AMD,Windows,141.21199808219862
HP,Notebook,4,1.86,21258.1872,0,0,Other Intel Processor,0,256,Intel,Windows,141.21199808219862
HP,Gaming,12,2.62,95850.72,0,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,8,1.87,45767.52,1,0,Intel Core i7,0,256,Nvidia,Windows,157.3505121487356
Dell,Ultrabook,8,1.2,74538.72,0,1,Intel Core i7,0,256,Intel,Windows,276.053530085501
Dell,Notebook,4,1.6,39207.1536,0,0,Intel Core i3,0,128,Intel,Windows,157.3505121487356
HP,Ultrabook,8,1.34,61005.6,1,0,Intel Core i7,0,256,Intel,Windows,276.053530085501
Acer,Gaming,8,2.4,42517.44,0,0,Intel Core i5,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Asus,Notebook,4,2.0,18594.72,0,0,AMD,500,0,AMD,Windows,100.45466986113651
HP,Notebook,4,2.1,37589.04,0,0,Intel Core i3,0,128,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,1.87,41824.8,0,0,Intel Core i5,500,0,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.15,24634.008,0,0,Intel Core i5,1024,0,Intel,Other OS / No OS,141.21199808219862
HP,Notebook,4,1.86,21152.16,0,0,Intel Core i3,500,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.99,92121.12,1,0,Intel Core i7,0,512,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.2,26586.72,0,0,Intel Core i3,0,128,Intel,Windows,141.21199808219862
Dell,Notebook,8,1.9,59513.2272,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Dell,Gaming,16,4.42,143802.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
HP,Notebook,8,2.65,28992.312,0,0,Intel Core i3,1024,0,Intel,Windows,106.11306214269258
HP,Notebook,8,2.63,68198.4,0,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Asus,Notebook,4,2.0,11934.72,0,0,Other Intel Processor,500,0,Intel,Other OS / No OS,100.45466986113651
Mediacom,Notebook,4,1.35,13586.4,1,0,Other Intel Processor,0,0,Intel,Windows,165.6321180513006
Lenovo,Notebook,6,2.8,50562.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,106.11306214269258
HP,Notebook,6,1.91,30310.992,1,0,AMD,0,128,AMD,Windows,141.21199808219862
Dell,Notebook,4,2.18,32921.712,0,0,Intel Core i3,1024,0,AMD,Windows,100.45466986113651
Acer,2 in 1 Convertible,4,1.25,18594.72,1,1,Other Intel Processor,0,0,Intel,Windows,189.90579052433606
Lenovo,Notebook,4,2.05,33566.4,0,0,Intel Core i3,0,128,Intel,Windows,141.21199808219862
HP,Ultrabook,16,1.16,104695.2,1,1,Other Intel Processor,0,512,Intel,Windows,276.053530085501
Lenovo,Notebook,8,3.4,159786.72,1,0,Intel Core i7,0,256,Nvidia,Windows,127.33567457123111
Asus,Notebook,8,2.5,44701.92,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Dell,Ultrabook,8,1.21,85194.72,1,1,Intel Core i5,0,128,Intel,Windows,331.2642361026012
Dell,Notebook,4,1.93,51095.52,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Fujitsu,Notebook,8,2.2,39373.92,0,0,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,4,2.2,18328.32,0,0,Other Intel Processor,500,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.02,52747.2,0,0,Intel Core i5,500,0,Intel,Windows,111.93520355955211
HP,Workstation,8,3.14,99153.5472,0,0,Intel Core i5,500,0,Nvidia,Windows,106.11306214269258
HP,Notebook,8,1.94,20725.92,0,0,Other Intel Processor,2048,0,Intel,Windows,111.93520355955211
HP,Notebook,6,1.95,34578.72,1,0,AMD,0,256,AMD,Windows,141.21199808219862
Lenovo,Notebook,8,2.3,44222.4,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.05,36496.8,0,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Mediacom,Notebook,4,1.4,13266.72,0,0,Other Intel Processor,0,32,Intel,Windows,157.3505121487356
Toshiba,Ultrabook,16,1.24,99367.2,0,1,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Lenovo,Gaming,32,4.6,141884.63999999998,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
MSI,Gaming,16,4.14,145401.12,0,0,Intel Core i7,1024,512,Nvidia,Windows,127.33567457123111
Dell,Notebook,8,2.2,39907.2528,0,0,Intel Core i7,0,256,AMD,Other OS / No OS,141.21199808219862
Mediacom,Notebook,4,1.45,20725.92,1,0,Other Intel Processor,0,32,Intel,Windows,157.3505121487356
Dell,Notebook,8,1.9,53733.94559999999,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
HP,Notebook,4,1.49,38308.32,0,0,Intel Core i3,0,128,Intel,Windows,165.6321180513006
Dell,Notebook,16,1.93,81912.13919999999,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Dell,Netbook,4,1.26,15717.6,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
MSI,Gaming,16,4.5,125154.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
HP,Gaming,16,3.78,79813.44,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Ultrabook,12,1.4,89137.44,1,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,12,2.2,32447.52,0,1,Intel Core i7,1024,0,Intel,Windows,100.45466986113651
Asus,Gaming,8,2.73,94305.6,1,0,Intel Core i5,1024,128,Nvidia,Windows,127.33567457123111
Asus,2 in 1 Convertible,8,2.2,39373.92,0,1,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,12,2.2,50562.72,0,0,AMD,0,512,AMD,Windows,141.21199808219862
Dell,2 in 1 Convertible,4,1.39,32127.84,0,1,Other Intel Processor,0,128,Intel,Windows,135.0942111925629
Samsung,Notebook,16,2.5,90522.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,2.8,28185.12,0,0,Intel Core i3,500,0,Intel,Other OS / No OS,127.33567457123111
Lenovo,Notebook,8,2.29,24455.52,0,0,Intel Core i3,1024,0,Intel,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,8,1.37,107892.0,1,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Lenovo,Notebook,8,1.7,78534.72,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,2 in 1 Convertible,8,1.34,88977.59999999999,0,1,Intel Core i5,0,256,Intel,Windows,176.23257360658386
Dell,Workstation,8,2.06,93932.64,0,1,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
HP,Notebook,8,1.84,64948.32,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
HP,Notebook,4,2.1,35616.6144,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Acer,Notebook,4,1.6,17529.12,0,0,Other Intel Processor,0,0,Intel,Windows,157.3505121487356
MSI,Gaming,16,4.14,117162.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Dell,Notebook,4,2.18,24775.2,0,0,Intel Core i3,1024,0,AMD,Other OS / No OS,100.45466986113651
MSI,Gaming,16,1.8,122490.72,0,0,Intel Core i7,2048,256,Nvidia,Windows,282.42399616439724
Toshiba,Notebook,8,2.2,74538.72,1,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Lenovo,Notebook,6,2.4,30049.92,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,8,2.0,69210.72,1,1,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Acer,Notebook,4,1.6,18594.72,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Lenovo,Notebook,32,2.5,261018.72,1,0,Other Intel Processor,0,1024,Nvidia,Windows,282.42399616439724
Dell,Gaming,16,2.59,46833.6528,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.18,23650.992,0,0,Intel Core i3,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,4,2.25,19127.52,0,0,Intel Core i3,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,4,1.93,46300.32,0,0,Intel Core i5,500,0,Intel,Other OS / No OS,100.45466986113651
Asus,Gaming,8,3.0,62231.04,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Dell,Notebook,4,2.18,30316.32,0,0,Intel Core i5,0,128,AMD,Other OS / No OS,141.21199808219862
HP,Ultrabook,8,1.84,74005.92,0,0,Intel Core i7,0,512,Intel,Windows,141.21199808219862
MSI,Gaming,16,2.94,120831.5808,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Acer,2 in 1 Convertible,4,1.25,20193.12,1,1,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
HP,Notebook,8,2.31,59886.72,0,0,Intel Core i5,0,256,Intel,Windows,111.93520355955211
Lenovo,Notebook,8,1.65,78055.2,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Notebook,4,2.2,41345.28,0,0,Intel Core i5,1024,0,AMD,Windows,141.21199808219862
Fujitsu,Notebook,8,2.2,42570.72,0,0,Intel Core i5,0,256,Intel,Windows,100.45466986113651
HP,Notebook,4,1.88,49656.96,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,8,2.2,47898.72,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Mediacom,Notebook,2,1.4,12733.92,0,0,Other Intel Processor,0,0,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.2,24935.04,0,0,Intel Core i5,0,128,Intel,Other OS / No OS,141.21199808219862
Asus,2 in 1 Convertible,6,1.5,34046.4528,0,1,Intel Core i5,1024,0,Intel,Windows,165.6321180513006
Dell,Notebook,8,2.0,96969.6,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Asus,Ultrabook,16,1.1,101232.0,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Dell,Gaming,16,2.62,78801.12,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,1.8,44169.12,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.2,30849.12,0,0,Intel Core i3,1024,0,Nvidia,Windows,141.21199808219862
Asus,Notebook,8,2.0,21258.72,0,0,Other Intel Processor,1024,0,Intel,Windows,100.45466986113651
Asus,Notebook,8,1.99,48304.7136,0,0,Intel Core i5,1024,0,Nvidia,Windows,141.21199808219862
Dell,Ultrabook,8,1.23,99580.32,0,1,Intel Core i5,0,256,Intel,Windows,276.053530085501
Lenovo,Notebook,2,1.42,13266.72,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Lenovo,2 in 1 Convertible,8,1.37,93635.3376,1,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,16,2.06,127818.72,0,1,Intel Core i7,0,1024,Nvidia,Windows,282.42399616439724
Lenovo,Gaming,8,2.5,59087.52,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,8,2.6,27753.552,0,0,AMD,1024,0,AMD,Windows,107.98564559226952
Lenovo,Ultrabook,16,1.14,130536.0,1,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Asus,Gaming,8,2.5,62284.32,1,0,Intel Core i7,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Acer,Notebook,4,2.4,23976.0,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,4,1.43,14598.72,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Acer,Ultrabook,8,1.8,48964.32,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Razer,Gaming,16,1.95,138474.72,0,0,Intel Core i7,0,256,Nvidia,Windows,157.3505121487356
Toshiba,Notebook,8,1.2,64628.64,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Lenovo,Ultrabook,8,1.36,84395.52,1,0,Intel Core i7,0,256,Intel,Windows,176.23257360658386
Asus,Gaming,32,3.8,149130.72,1,0,Intel Core i7,0,512,Nvidia,Windows,127.33567457123111
Acer,Gaming,8,2.4,37775.52,0,0,Intel Core i5,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Dell,Ultrabook,8,1.2,77250.672,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
MSI,Gaming,8,2.2,63499.10399999999,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,4,1.86,19441.872,0,0,Intel Core i3,500,0,Intel,Other OS / No OS,100.45466986113651
Toshiba,Notebook,8,2.0,56689.92,1,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Dell,Notebook,8,2.2,48964.32,0,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
Dell,Notebook,16,2.2,60472.8,0,0,Intel Core i7,2048,256,AMD,Windows,141.21199808219862
Lenovo,Gaming,8,3.31,63722.88,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Gaming,32,4.42,167691.8736,1,0,Intel Core i7,1024,512,Nvidia,Windows,254.67134914246222
Dell,Notebook,8,1.56,65481.12,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.2,22324.32,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,4,2.2,28504.8,0,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
HP,Notebook,6,2.04,28717.92,0,0,Intel Core i3,1024,0,AMD,Windows,141.21199808219862
MSI,Gaming,8,2.7,79215.1056,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Toshiba,Notebook,4,2.1,26533.44,0,0,Intel Core i3,0,128,Intel,Windows,100.45466986113651
Dell,Notebook,8,2.06,50882.4,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
HP,Notebook,8,2.1,39693.6,0,0,Intel Core i7,1024,0,AMD,Windows,141.21199808219862
Toshiba,Notebook,8,2.0,67026.23999999999,1,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Acer,Notebook,4,2.1,21951.36,0,0,Intel Core i3,0,128,Intel,Other OS / No OS,100.45466986113651
Microsoft,Ultrabook,8,1.252,99519.048,0,1,Intel Core i7,0,256,Intel,Windows,200.84255993695703
Lenovo,Notebook,8,1.9,43580.376,0,0,Intel Core i5,1024,128,AMD,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,8,1.3,55091.52,1,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Lenovo,Notebook,4,2.2,18594.72,0,0,AMD,0,128,AMD,Windows,100.45466986113651
HP,2 in 1 Convertible,4,1.63,37242.72,1,1,Intel Core i3,0,128,Nvidia,Windows,157.3505121487356
MSI,Gaming,16,2.4,68944.31999999999,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Asus,Ultrabook,8,1.1,60472.8,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,2 in 1 Convertible,8,1.4,26373.6,0,1,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
LG,Ultrabook,8,1.09,122490.72,1,0,Intel Core i7,0,512,Intel,Windows,141.21199808219862
Acer,Gaming,16,2.5,69210.72,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
MSI,Gaming,8,2.2,53168.112,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Asus,Notebook,4,1.86,22324.32,0,0,Other Intel Processor,0,128,Intel,Windows,100.45466986113651
Dell,Gaming,16,3.21,109277.28,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,4,2.5,37242.72,1,0,Intel Core i3,0,256,AMD,Windows,127.33567457123111
Lenovo,2 in 1 Convertible,8,1.19,79866.72,1,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Dell,Gaming,16,3.49,149916.6,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
HP,Notebook,4,1.86,32639.8608,0,0,Intel Core i5,500,0,AMD,Windows,100.45466986113651
Dell,Notebook,4,2.2,29073.297599999994,0,0,Intel Core i3,1024,0,AMD,Windows,100.45466986113651
HP,Notebook,6,2.65,30316.32,1,0,AMD,2048,0,AMD,Windows,127.33567457123111
Lenovo,Notebook,4,2.1,16943.04,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Acer,Notebook,4,1.45,19980.0,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,111.93520355955211
Lenovo,Notebook,4,1.7,37242.72,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Workstation,8,3.14,101657.7072,0,0,Intel Core i7,500,0,Nvidia,Windows,127.33567457123111
Lenovo,2 in 1 Convertible,8,1.42,137995.19999999998,0,1,Intel Core i7,0,256,Intel,Windows,209.8006828649808
Toshiba,Notebook,8,1.5,51841.44,1,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Acer,Netbook,4,1.4,14332.32,0,0,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
Lenovo,2 in 1 Convertible,16,1.38,93186.72,0,1,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Asus,2 in 1 Convertible,4,1.2,35644.32,0,1,Other Intel Processor,0,0,Intel,Other OS / No OS,176.23257360658386
Toshiba,Ultrabook,16,1.36,100006.56,0,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
HP,Notebook,4,2.1,36709.92,1,0,Intel Core i7,500,0,AMD,Windows,141.21199808219862
Dell,Gaming,8,2.56,43636.32,0,0,Intel Core i5,1024,0,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,2.2,21258.72,0,0,AMD,0,256,AMD,Windows,141.21199808219862
Lenovo,Notebook,8,2.2,22857.12,0,0,AMD,1024,0,AMD,Windows,100.45466986113651
Lenovo,Notebook,4,2.1,33110.856,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,1.9,23976.0,0,0,Intel Core i3,500,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,8,2.18,42357.6,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Acer,2 in 1 Convertible,8,1.6,53226.72,1,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Lenovo,Workstation,16,2.18,98834.4,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,1.8,63456.48,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Notebook,6,2.71,34898.932799999995,1,0,AMD,2048,0,AMD,Windows,127.33567457123111
Lenovo,Gaming,8,2.5,66546.72,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,1.64,58021.92,0,0,Intel Core i5,0,256,Nvidia,Other OS / No OS,157.3505121487356
Dell,Notebook,8,1.98,38681.28,0,0,Intel Core i5,1024,0,Intel,Other OS / No OS,141.21199808219862
Asus,Notebook,4,1.5,15877.44,0,0,Other Intel Processor,0,0,Intel,Windows,157.3505121487356
Dell,Notebook,16,1.93,76012.44480000001,0,0,Intel Core i5,0,512,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.87,45664.6896,1,0,Intel Core i5,0,256,Nvidia,Windows,157.3505121487356
Dell,Notebook,8,1.9,62817.12,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.19,15877.44,0,0,AMD,500,0,AMD,Windows,100.45466986113651
Mediacom,Notebook,4,1.4,14119.2,1,0,Other Intel Processor,32,0,Intel,Windows,161.72539083525606
HP,Notebook,8,2.63,63936.0,0,0,Intel Core i7,0,256,Nvidia,Windows,127.33567457123111
Lenovo,Ultrabook,8,1.17,89864.1792,1,0,Intel Core i7,0,512,Intel,Windows,209.8006828649808
HP,2 in 1 Convertible,8,1.58,44574.048,1,1,Intel Core i5,0,256,Intel,Windows,117.82653006268643
Lenovo,Ultrabook,8,1.32,79866.72,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Gaming,32,4.36,194972.832,0,0,Intel Core i7,1024,1024,Nvidia,Windows,254.67134914246222
MSI,Gaming,8,2.7,71847.0144,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,4,1.9,26101.872,0,0,Intel Core i5,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,8,2.2,38308.32,0,0,Intel Core i5,1024,128,AMD,Windows,141.21199808219862
Dell,2 in 1 Convertible,4,1.71,34578.72,0,1,Intel Core i3,1024,0,Intel,Windows,165.6321180513006
Dell,Notebook,8,2.32,31409.6256,0,0,Intel Core i5,1024,0,AMD,Other OS / No OS,100.45466986113651
HP,Notebook,4,2.1,26053.92,0,0,AMD,1024,0,AMD,Windows,141.21199808219862
Acer,Gaming,16,4.2,103096.8,1,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Dell,Notebook,12,2.25,34578.72,0,0,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
HP,Notebook,6,2.1,34632.0,0,0,AMD,1024,128,AMD,Windows,141.21199808219862
Acer,Notebook,4,2.4,29783.52,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,8,1.44,51148.8,1,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Lenovo,Notebook,4,1.85,41505.12,0,0,Intel Core i7,1024,0,Intel,Windows,141.21199808219862
HP,Workstation,16,2.6,128884.32,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Dell,2 in 1 Convertible,8,1.55,35111.52,0,1,Intel Core i5,1024,0,Intel,Windows,165.6321180513006
MSI,Gaming,16,1.8,111593.8944,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Acer,Notebook,4,2.4,21887.424,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Dell,Notebook,8,2.0,64308.96,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.0,35431.2,0,0,Intel Core i3,0,256,Intel,Windows,100.45466986113651
Toshiba,Notebook,8,1.25,81784.8,1,1,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,2 in 1 Convertible,8,1.7,53226.72,0,1,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,Workstation,16,2.5,175770.72,1,0,Intel Core i7,0,1024,Nvidia,Windows,282.42399616439724
Acer,Notebook,2,1.68,17582.399999999998,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,111.93520355955211
Samsung,Ultrabook,16,0.81,87858.72,0,0,Intel Core i7,0,256,Intel,Windows,165.6321180513006
HP,Notebook,8,1.86,28717.92,0,0,Intel Core i3,0,256,Intel,Windows,141.21199808219862
Dell,Notebook,8,1.6,60031.1088,0,0,Intel Core i5,0,256,Intel,Windows,111.93520355955211
HP,Workstation,16,3.0,233845.92,1,0,Other Intel Processor,0,256,Nvidia,Windows,127.33567457123111
Lenovo,Netbook,4,1.4,25308.0,0,1,Other Intel Processor,0,128,Intel,Windows,135.0942111925629
HP,Notebook,8,1.84,101232.0,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Asus,Notebook,4,2.45,30849.12,0,0,Intel Core i5,1024,0,Nvidia,Other OS / No OS,100.45466986113651
Lenovo,Ultrabook,4,1.7,58394.88,0,0,Intel Core i5,0,180,Intel,Windows,157.3505121487356
Asus,Notebook,4,2.37,45282.672,0,0,Intel Core i7,0,256,Intel,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,8,1.3,63882.72,1,1,Intel Core i5,0,256,Intel,Windows,276.053530085501
HP,Notebook,8,2.2,58554.72,1,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
HP,Workstation,8,2.59,83170.08,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
